"problem_id","problem_name","keywords","office_id","status","adminReply","createdAt","createdBy","source"
"122","How to pay fee online at college portal","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"123","Duplicate fee receipt issuance process","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"124","Late fee fine waiver request process","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"125","Fee installment option availability","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"126","Fee refund process after course withdrawal","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"127","How to get fee clearance certificate","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"128","Accounts office location and working hours","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"129","Fee structure for second year students","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"130","How to pay fee through demand draft","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"131","GST invoice for fee payment","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"132","Fee payment for international students","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"133","How to download fee receipt from portal","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"134","Fee concession for meritorious students","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"135","Hostel fee payment deadline","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"136","Fee payment for reappear examination","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"137","How to get fee breakup details","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"138","Who to contact for fee discrepancy","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"139","Annual fee structure download link","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"140","Bus fee payment process","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"141","Fee payment for re-admission students","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"142","Scholarship adjustment in fee payment","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"143","Fee payment confirmation email not received","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"144","Accounts office email ID for fee queries","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"145","How to check fee payment status online","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"146","Fee concession for economically weaker section","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"147","Fee payment receipt for education loan","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"148","Where to pay miscellaneous college fees","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"149","Fee payment gateway error resolution","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"150","Semester fee breakdown for MBA","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"151","How to get NOC for education loan","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"152","Fee exemption for sports merit students","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"153","Fee payment for supplementary exams","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"154","Fee reversal after double payment","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"155","Annual fee escalation policy details","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"156","Fee structure for B.Tech lateral entry","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"157","Transaction failed but amount deducted","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"158","How to change payment mode for fee","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"159","Fee structure for M.Tech program","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"160","Payment receipt printing from portal","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"161","Fee concession form download process","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"162","Partial fee payment approval process","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"163","How to apply for fee deferral","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"164","Can I pay college fee in installments","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"165","Education loan processing through college","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"166","How to get college fee acknowledgment","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"167","Fee for supplementary examination","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"168","Fee for re-examination after medical leave","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"169","How to get fee discount for merit scholarship","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"170","Sibling discount on fee at college","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"171","Fee structure for architecture program","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"172","Fee structure for law school","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"173","Annual fee for management school","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"174","Fee for M.Pharm program","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"175","Fee for PhD program","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"176","Sports fee included in tuition fee","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"177","Accounts head contact for refund","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"178","How to complain about fee irregularity","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"179","Fee payment for correspondence course","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"180","How to know total fees for 4 years","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"181","How to know amount pending at fee office","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"182","Is GST included in college fee","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"183","Fee structure comparison between schools","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"184","Fee for lateral entry in third semester","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"185","Scholarship deduction showing in fee portal","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"186","Fee for bridge course at college","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"187","Fee portal update after scholarship award","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"188","Fee for certificate programs","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"189","How to check if fee is received by college","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"190","Fee for specialization change request","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"191","Fee structure for first year","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"192","Fee help for students below poverty line","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"193","Fee refund timeline after dropout","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"194","Fee paid but not showing in portal","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"195","Accounts manager contact at specific campus","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"196","Fee for attending placement training","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"197","Fee adjustment after fee waiver approval","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"198","Fee error complaint process","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"199","How to get fee paid confirmation letter","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"200","How to apply for sibling scholarship and fee benefit","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"201","Fee payment offline mode process","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"202","Fee deadline extension request process","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"203","How to request delay in fee payment","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"204","Fee clearance before exam permission","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"205","Procedure for fee concession letter","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"206","Fee concession for defense personnel wards","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"207","How to apply for merit-cum-means scholarship and fee benefit","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"208","Fee portal customer support contact","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"209","Fee structure for M.A. programs","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"210","Fee for B.Sc. programs","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"211","Fee comparison with last year","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"212","Fee adjustment after course change","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"213","How to get education loan NOC quickly","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"214","Fee breakup per semester for B.Tech","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"215","Fee breakup per semester for BBA","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"216","Is library fee included in tuition","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"217","How to check pending fee balance","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"218","What happens if fee not paid on time","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"219","Fee payment for students on medical leave","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"220","Fee for MOOCs credits transfer","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
"221","Fee waiver process for meritorious girl students","fee, fees, payment, challan","2","unsolved",NULL,"2026-04-06 15:25:07",NULL,"system"
